geoid,tvdma
06099,"Sacramento - Stockton - Modesto, CA DMA"
42095,"Philadelphia, PA - DE - NJ DMA"
01103,"Huntsville - Decatur - Florence, AL - TN DMA"
21027,"Louisville, KY - IN DMA"
28043,"Greenwood - Greenville, MS DMA"
21213,"Nashville, TN - KY DMA"
50013,"Burlington, VT - Plattsburgh, NY DMA"
39029,"Youngstown, OH - PA DMA"
51125,"Roanoke - Lynchburg, VA - WV DMA"
12097,"Orlando - Daytona Beach - Melbourne, FL DMA"
05053,"Little Rock - Pine Bluff, AR DMA"
13175,"Macon, GA DMA"
36061,"New York, NY - CT - NJ - PA DMA"
05007,"Ft. Smith - Fay - Springdale - Rogers, AR - OK DMA"
12083,"Orlando - Daytona Beach - Melbourne, FL DMA"
51135,"Richmond - Petersburg, VA DMA"
34041,"New York, NY - CT - NJ - PA DMA"
36021,"Albany - Schenectady - Troy, NY - MA - VT DMA"
51690,"Roanoke - Lynchburg, VA - WV DMA"
40023,"Sherman - Ada, OK - TX DMA"
20041,"Wichita - Hutchinson Plus, KS - NE DMA"
48427,"Harlingen - Weslaco - Brownsville - McAllen, TX DMA"
13103,"Savannah, GA - SC DMA"
40129,"Oklahoma City, OK DMA"
55103,"Madison, WI DMA"
35025,"Albuquerque - Santa Fe, NM - AZ - CO DMA"
01075,"Columbus - Tupelo - West Point, MS - AL DMA"
47117,"Nashville, TN - KY DMA"
51011,"Roanoke - Lynchburg, VA - WV DMA"
05087,"Ft. Smith - Fay - Springdale - Rogers, AR - OK DMA"
56033,"Rapid City, SD - MT - NE - WY DMA"
42041,"Harrisburg - Lancaster - Lebanon - York, PA DMA"
42055,"Washington, DC - MD - PA - VA - WV DMA"
42079,"Wilkes Barre - Scranton, PA DMA"
26039,"Traverse City - Cadillac, MI DMA"
01113,"Columbus, GA - AL DMA"
39019,"Cleveland, OH DMA"
51065,"Richmond - Petersburg, VA DMA"
17097,"Chicago, IL - IN DMA"
13195,"Atlanta, GA - AL - NC DMA"
05039,"Little Rock - Pine Bluff, AR DMA"
08057,"Denver, CO - NE - NV - WY DMA"
08063,"Denver, CO - NE - NV - WY DMA"
16073,"Boise, ID - OR DMA"
55141,"Wausau - Rhinelander, WI DMA"
36013,"Buffalo, NY - PA DMA"
13067,"Atlanta, GA - AL - NC DMA"
47091,"Tri - Cities, TN - VA - KY DMA"
39013,"Wheeling - Steubenville, WV - OH DMA"
51195,"Tri - Cities, TN - VA - KY DMA"
29035,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
40013,"Sherman - Ada, OK - TX DMA"
31035,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
24017,"Washington, DC - MD - PA - VA - WV DMA"
19033,"Rochester - Mason City - Austin, MN - IA DMA"
19073,"Des Moines - Ames, IA - MO DMA"
21205,"Lexington, KY DMA"
49055,"Salt Lake City, UT - ID - WY DMA"
29031,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
53071,"Yakima - Pasco - Richland - Kennewick, WA - OR DMA"
29133,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
05025,"Little Rock - Pine Bluff, AR DMA"
48113,"Dallas - Ft. Worth, TX DMA"
18033,"Ft. Wayne, IN - OH DMA"
22073,"Monroe - El Dorado, LA - AR DMA"
22095,"New Orleans, LA - MS DMA"
22091,"Baton Rouge, LA - MS DMA"
29197,"Ottumwa - Kirksville, IA - MO DMA"
01059,"Huntsville - Decatur - Florence, AL - TN DMA"
21041,"Louisville, KY - IN DMA"
08019,"Denver, CO - NE - NV - WY DMA"
48267,"San Angelo, TX DMA"
26097,"Traverse City - Cadillac, MI DMA"
48307,"San Angelo, TX DMA"
28141,"Columbus - Tupelo - West Point, MS - AL DMA"
48105,"San Angelo, TX DMA"
48217,"Dallas - Ft. Worth, TX DMA"
08075,"Denver, CO - NE - NV - WY DMA"
20055,"Wichita - Hutchinson Plus, KS - NE DMA"
20125,"Tulsa, OK - KS DMA"
45039,"Columbia, SC DMA"
31033,"Denver, CO - NE - NV - WY DMA"
27091,"Mankato, MN - IA DMA"
47155,"Knoxville, TN - KY DMA"
47139,"Chattanooga, TN - GA - NC DMA"
48263,"Lubbock, TX DMA"
30099,"Great Falls, MT DMA"
31069,"Denver, CO - NE - NV - WY DMA"
17117,"St. Louis, MO - IL DMA"
39141,"Columbus, OH DMA"
17195,"Davenport - Rock Island - Moline, IA - IL DMA"
48141,"El Paso, TX - NM DMA"
48301,"Odessa - Midland, TX DMA"
40077,"Tulsa, OK - KS DMA"
39167,"Parkersburg, WV - OH DMA"
29091,"Springfield, MO - AR DMA"
20047,"Wichita - Hutchinson Plus, KS - NE DMA"
21111,"Louisville, KY - IN DMA"
17107,"Champaign - Springfield - Decatur, IL DMA"
55139,"Green Bay - Appleton, WI - MI DMA"
21075,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
20079,"Wichita - Hutchinson Plus, KS - NE DMA"
30021,"Glendive, MT DMA"
54091,"Clarksburg - Weston, WV DMA"
26111,"Flint - Saginaw - Bay City, MI DMA"
28119,"Memphis, TN - AR- MS - MO DMA"
21093,"Louisville, KY - IN DMA"
17081,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
46057,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
55069,"Wausau - Rhinelander, WI DMA"
36033,"Burlington, VT - Plattsburgh, NY DMA"
51630,"Washington, DC - MD - PA - VA - WV DMA"
54081,"Bluefield - Beckley - Oak Hill, WV - VA DMA"
35005,"Albuquerque - Santa Fe, NM - AZ - CO DMA"
35049,"Albuquerque - Santa Fe, NM - AZ - CO DMA"
06059,"Los Angeles, CA DMA"
04023,"Tucson (Nogales), AZ DMA"
37053,"Norfolk - Portsmouth - Newport News, VA - NC DMA"
17101,"Terre Haute, IN - IL DMA"
18067,"Indianapolis, IN DMA"
18125,"Evansville, IN - IL - KY DMA"
21047,"Nashville, TN - KY DMA"
26045,"Lansing, MI DMA"
19179,"Ottumwa - Kirksville, IA - MO DMA"
06025,"Yuma - El Centro, AZ - CA DMA"
26027,"South Bend - Elkhart, IN - MI DMA"
28157,"Baton Rouge, LA - MS DMA"
02282,"Unmeasured, AK DMA"
20179,"Wichita - Hutchinson Plus, KS - NE DMA"
28079,"Jackson, MS DMA"
28025,"Columbus - Tupelo - West Point, MS - AL DMA"
28037,"Jackson, MS DMA"
28099,"Meridian, MS - AL DMA"
46045,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
01035,"Mobile, AL - Pensacola, FL - MS DMA"
18029,"Cincinnati, OH -IN - KY DMA"
18071,"Louisville, KY - IN DMA"
28081,"Columbus - Tupelo - West Point, MS - AL DMA"
22125,"Baton Rouge, LA - MS DMA"
05035,"Memphis, TN - AR- MS - MO DMA"
12063,"Panama City, FL DMA"
48125,"Lubbock, TX DMA"
51115,"Norfolk - Portsmouth - Newport News, VA - NC DMA"
38075,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
48283,"San Antonio, TX DMA"
36067,"Syracuse, NY DMA*"
19087,"Davenport - Rock Island - Moline, IA - IL DMA"
31083,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
30075,"Billings, MT - ID DMA"
55091,"Minneapolis - St. Paul, MN - WI DMA"
04001,"Albuquerque - Santa Fe, NM - AZ - CO DMA"
29121,"Ottumwa - Kirksville, IA - MO DMA"
48279,"Lubbock, TX DMA"
20097,"Wichita - Hutchinson Plus, KS - NE DMA"
48015,"Houston, TX DMA"
29061,"Kansas City, MO - KS DMA"
13253,"Dothan, AL - GA DMA"
26101,"Traverse City - Cadillac, MI DMA"
19119,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
48233,"Amarillo, TX -NM - OK DMA"
40139,"Amarillo, TX -NM - OK DMA"
40153,"Oklahoma City, OK DMA"
19003,"Omaha, NE - IA - MO DMA"
06101,"Sacramento - Stockton - Modesto, CA DMA"
42105,"Buffalo, NY - PA DMA"
48465,"San Antonio, TX DMA"
20077,"Wichita - Hutchinson Plus, KS - NE DMA"
19133,"Sioux City, IA - NE - SD DMA"
49023,"Salt Lake City, UT - ID - WY DMA"
40137,"Wichita Falls & Lawton, TX - OK DMA"
36017,"Binghamton, NY DMA"
17143,"Peoria - Bloomington, IL DMA"
19091,"Des Moines - Ames, IA - MO DMA"
31177,"Omaha, NE - IA - MO DMA"
55049,"Madison, WI DMA"
27097,"Minneapolis - St. Paul, MN - WI DMA"
42003,"Pittsburgh, PA - MD- WV DMA"
29205,"Quincy - Hannibal - Keokuk, MO - IL - IA DMA"
39097,"Columbus, OH DMA"
20201,"Topeka, KS DMA"
17019,"Champaign - Springfield - Decatur, IL DMA"
16087,"Boise, ID - OR DMA"
17045,"Terre Haute, IN - IL DMA"
08121,"Denver, CO - NE - NV - WY DMA"
39065,"Columbus, OH DMA"
26113,"Traverse City - Cadillac, MI DMA"
38093,"Fargo - Valley City, ND - MN DMA"
29203,"Springfield, MO - AR DMA"
48423,"Tyler - Longview (Lufkin&Nacogdoches), TX DMA"
40143,"Tulsa, OK - KS DMA"
40091,"Tulsa, OK - KS DMA"
48395,"Waco - Temple - Bryan, TX DMA"
48171,"San Antonio, TX DMA"
26125,"Detroit, MI DMA"
38033,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
56027,"Denver, CO - NE - NV - WY DMA"
27117,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
51099,"Washington, DC - MD - PA - VA - WV DMA"
53025,"Spokane, WA - ID - MT - OR DMA"
27129,"Minneapolis - St. Paul, MN - WI DMA"
12001,"Gainesville, FL DMA"
31091,"North Platte, NE DMA"
51147,"Richmond - Petersburg, VA DMA"
49007,"Salt Lake City, UT - ID - WY DMA"
42017,"Philadelphia, PA - DE - NJ DMA"
46059,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
42081,"Wilkes Barre - Scranton, PA DMA"
16057,"Spokane, WA - ID - MT - OR DMA"
13237,"Atlanta, GA - AL - NC DMA"
51640,"Roanoke - Lynchburg, VA - WV DMA"
35037,"Amarillo, TX -NM - OK DMA"
48269,"Wichita Falls & Lawton, TX - OK DMA"
05073,"Shreveport, LA - AR - OK - TX DMA"
48451,"San Angelo, TX DMA"
12049,"Tampa - St. Petersburg - Sarasota, FL DMA"
39025,"Cincinnati, OH -IN - KY DMA"
48501,"Lubbock, TX DMA"
41071,"Portland, OR - WA DMA"
19115,"Davenport - Rock Island - Moline, IA - IL DMA"
20049,"Wichita - Hutchinson Plus, KS - NE DMA"
39121,"Wheeling - Steubenville, WV - OH DMA"
39137,"Toledo, OH - MI DMA"
48425,"Dallas - Ft. Worth, TX DMA"
42075,"Harrisburg - Lancaster - Lebanon - York, PA DMA"
30035,"Great Falls, MT DMA"
32027,"Reno, NV - CA DMA"
27087,"Fargo - Valley City, ND - MN DMA"
34031,"New York, NY - CT - NJ - PA DMA"
30047,"Missoula, MT DMA"
48261,"Corpus Christi, TX DMA"
48033,"Lubbock, TX DMA"
29157,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
48411,"Waco - Temple - Bryan, TX DMA"
40073,"Oklahoma City, OK DMA"
48051,"Waco - Temple - Bryan, TX DMA"
36035,"Albany - Schenectady - Troy, NY - MA - VT DMA"
28133,"Greenwood - Greenville, MS DMA"
27053,"Minneapolis - St. Paul, MN - WI DMA"
42027,"Johnstown - Altoona, PA DMA"
48025,"Corpus Christi, TX DMA"
47077,"Jackson, TN DMA"
19171,"Cedar Rapids - Waterloo&Dubuque, IA - WI DMA"
20175,"Wichita - Hutchinson Plus, KS - NE DMA"
19135,"Des Moines - Ames, IA - MO DMA"
31147,"Omaha, NE - IA - MO DMA"
17021,"Champaign - Springfield - Decatur, IL DMA"
12089,"Jacksonville, FL - Brunswick, GA DMA"
12133,"Panama City, FL DMA"
13007,"Albany, GA DMA"
13275,"Tallahassee - Thomasville, FL - GA DMA"
21005,"Lexington, KY DMA"
21185,"Louisville, KY - IN DMA"
13057,"Atlanta, GA - AL - NC DMA"
38065,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
26133,"Traverse City - Cadillac, MI DMA"
47109,"Memphis, TN - AR- MS - MO DMA"
53001,"Spokane, WA - ID - MT - OR DMA"
29057,"Springfield, MO - AR DMA"
22101,"Baton Rouge, LA - MS DMA"
50007,"Burlington, VT - Plattsburgh, NY DMA"
15009,"Honolulu, HI DMA"
22057,"New Orleans, LA - MS DMA"
19139,"Davenport - Rock Island - Moline, IA - IL DMA"
12113,"Mobile, AL - Pensacola, FL - MS DMA"
18101,"Terre Haute, IN - IL DMA"
21203,"Lexington, KY DMA"
21223,"Louisville, KY - IN DMA"
13055,"Atlanta, GA - AL - NC DMA"
45033,"Florence - Myrtle Beach, SC - NC DMA"
37103,"Greenville - New Bern - Washington, NC DMA"
29199,"Quincy - Hannibal - Keokuk, MO - IL - IA DMA"
20131,"Topeka, KS DMA"
20137,"Wichita - Hutchinson Plus, KS - NE DMA"
31065,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
13087,"Tallahassee - Thomasville, FL - GA DMA"
18177,"Dayton, OH - IN DMA"
21009,"Bowling Green, KY DMA"
31093,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
38025,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
06005,"Sacramento - Stockton - Modesto, CA DMA"
47049,"Knoxville, TN - KY DMA"
20031,"Topeka, KS DMA"
26023,"Grand Rapids - Kalamazoo - Battle Creek, MI DMA"
51031,"Roanoke - Lynchburg, VA - WV DMA"
39105,"Charleston - Huntington, WV - KY - OH DMA"
54067,"Charleston - Huntington, WV - KY - OH DMA"
40053,"Oklahoma City, OK DMA"
46115,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
50027,"Burlington, VT - Plattsburgh, NY DMA"
48455,"Tyler - Longview (Lufkin&Nacogdoches), TX DMA"
35001,"Albuquerque - Santa Fe, NM - AZ - CO DMA"
13205,"Albany, GA DMA"
15001,"Honolulu, HI DMA"
21147,"Knoxville, TN - KY DMA"
21191,"Cincinnati, OH -IN - KY DMA"
21215,"Louisville, KY - IN DMA"
30041,"Great Falls, MT DMA"
31175,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
48069,"Amarillo, TX -NM - OK DMA"
24043,"Washington, DC - MD - PA - VA - WV DMA"
21133,"Tri - Cities, TN - VA - KY DMA"
34033,"Philadelphia, PA - DE - NJ DMA"
51680,"Roanoke - Lynchburg, VA - WV DMA"
05125,"Little Rock - Pine Bluff, AR DMA"
54053,"Charleston - Huntington, WV - KY - OH DMA"
54021,"Clarksburg - Weston, WV DMA"
28063,"Jackson, MS DMA"
38079,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
30103,"Billings, MT - ID DMA"
21049,"Lexington, KY DMA"
26005,"Grand Rapids - Kalamazoo - Battle Creek, MI DMA"
47005,"Nashville, TN - KY DMA"
27015,"Mankato, MN - IA DMA"
47137,"Nashville, TN - KY DMA"
51109,"Richmond - Petersburg, VA DMA"
18145,"Indianapolis, IN DMA"
39049,"Columbus, OH DMA"
49021,"Salt Lake City, UT - ID - WY DMA"
32009,"Reno, NV - CA DMA"
26083,"Marquette, MI DMA"
49039,"Salt Lake City, UT - ID - WY DMA"
20093,"Wichita - Hutchinson Plus, KS - NE DMA"
12009,"Orlando - Daytona Beach - Melbourne, FL DMA"
18105,"Indianapolis, IN DMA"
19117,"Des Moines - Ames, IA - MO DMA"
21239,"Lexington, KY DMA"
45053,"Savannah, GA - SC DMA"
48043,"Odessa - Midland, TX DMA"
45065,"Augusta, GA - SC DMA"
45087,"Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA"
27103,"Minneapolis - St. Paul, MN - WI DMA"
55075,"Green Bay - Appleton, WI - MI DMA"
53011,"Portland, OR - WA DMA"
55099,"Wausau - Rhinelander, WI DMA"
18103,"Indianapolis, IN DMA"
20053,"Wichita - Hutchinson Plus, KS - NE DMA"
22123,"Monroe - El Dorado, LA - AR DMA"
12077,"Panama City, FL DMA"
20083,"Wichita - Hutchinson Plus, KS - NE DMA"
20119,"Wichita - Hutchinson Plus, KS - NE DMA"
21149,"Evansville, IN - IL - KY DMA"
28001,"Jackson, MS DMA"
28057,"Columbus - Tupelo - West Point, MS - AL DMA"
21073,"Lexington, KY DMA"
23009,"Bangor, ME DMA"
23013,"Portland - Auburn, ME - NH - VT DMA"
13217,"Atlanta, GA - AL - NC DMA"
46049,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
26061,"Marquette, MI DMA"
30061,"Missoula, MT DMA"
47051,"Nashville, TN - KY DMA"
22029,"Monroe - El Dorado, LA - AR DMA"
22063,"Baton Rouge, LA - MS DMA"
25009,"Boston, MA - NH DMA"
46019,"Rapid City, SD - MT - NE - WY DMA"
08035,"Denver, CO - NE - NV - WY DMA"
45079,"Columbia, SC DMA"
18095,"Indianapolis, IN DMA"
40099,"Oklahoma City, OK DMA"
54009,"Wheeling - Steubenville, WV - OH DMA"
54013,"Charleston - Huntington, WV - KY - OH DMA"
51021,"Bluefield - Beckley - Oak Hill, WV - VA DMA"
30111,"Billings, MT - ID DMA"
54043,"Charleston - Huntington, WV - KY - OH DMA"
06033,"San Francisco - Oakland - San Jose, CA DMA"
13131,"Tallahassee - Thomasville, FL - GA DMA"
08021,"Denver, CO - NE - NV - WY DMA"
49037,"Salt Lake City, UT - ID - WY DMA"
18133,"Indianapolis, IN DMA"
16047,"Twin Falls, ID DMA"
47167,"Memphis, TN - AR- MS - MO DMA"
22121,"Baton Rouge, LA - MS DMA"
29171,"Ottumwa - Kirksville, IA - MO DMA"
56039,"Idaho Falls - Pocatello, ID - WY DMA"
55043,"Madison, WI DMA"
38059,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
37041,"Norfolk - Portsmouth - Newport News, VA - NC DMA"
37021,"Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA"
06063,"Sacramento - Stockton - Modesto, CA DMA"
51730,"Richmond - Petersburg, VA DMA"
50023,"Burlington, VT - Plattsburgh, NY DMA"
46093,"Rapid City, SD - MT - NE - WY DMA"
18097,"Indianapolis, IN DMA"
05017,"Greenwood - Greenville, MS DMA"
13021,"Macon, GA DMA"
05115,"Little Rock - Pine Bluff, AR DMA"
51175,"Norfolk - Portsmouth - Newport News, VA - NC DMA"
48183,"Tyler - Longview (Lufkin&Nacogdoches), TX DMA"
36087,"New York, NY - CT - NJ - PA DMA"
05089,"Springfield, MO - AR DMA"
51800,"Norfolk - Portsmouth - Newport News, VA - NC DMA"
08041,"Colorado Springs - Pueblo, CO DMA"
29187,"St. Louis, MO - IL DMA"
48475,"Odessa - Midland, TX DMA"
08061,"Colorado Springs - Pueblo, CO DMA"
48487,"Wichita Falls & Lawton, TX - OK DMA"
41015,"Medford - Klamath Falls, OR - CA DMA"
08119,"Colorado Springs - Pueblo, CO DMA"
29049,"Kansas City, MO - KS DMA"
49051,"Salt Lake City, UT - ID - WY DMA"
16029,"Idaho Falls - Pocatello, ID - WY DMA"
37157,"Greensboro - H.Point - W.Salem, NC - VA DMA"
05117,"Little Rock - Pine Bluff, AR DMA"
05011,"Little Rock - Pine Bluff, AR DMA"
48193,"Dallas - Ft. Worth, TX DMA"
24011,"Baltimore, MD DMA"
27041,"Minneapolis - St. Paul, MN - WI DMA"
30043,"Butte - Bozeman, MT DMA"
51059,"Washington, DC - MD - PA - VA - WV DMA"
30023,"Butte - Bozeman, MT DMA"
47001,"Knoxville, TN - KY DMA"
39077,"Cleveland, OH DMA"
13005,"Savannah, GA - SC DMA"
10001,"Philadelphia, PA - DE - NJ DMA"
39173,"Toledo, OH - MI DMA"
13157,"Atlanta, GA - AL - NC DMA"
20003,"Kansas City, MO - KS DMA"
17095,"Davenport - Rock Island - Moline, IA - IL DMA"
30107,"Billings, MT - ID DMA"
47015,"Nashville, TN - KY DMA"
23007,"Portland - Auburn, ME - NH - VT DMA"
21165,"Lexington, KY DMA"
46089,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
08051,"Denver, CO - NE - NV - WY DMA"
26029,"Traverse City - Cadillac, MI DMA"
27151,"Minneapolis - St. Paul, MN - WI DMA"
39147,"Toledo, OH - MI DMA"
13267,"Savannah, GA - SC DMA"
48429,"Abilene - Sweetwater, TX DMA"
37117,"Greenville - New Bern - Washington, NC DMA"
30081,"Missoula, MT DMA"
13317,"Augusta, GA - SC DMA"
53043,"Spokane, WA - ID - MT - OR DMA"
06081,"San Francisco - Oakland - San Jose, CA DMA"
39171,"Toledo, OH - MI DMA"
08009,"Colorado Springs - Pueblo, CO DMA"
16021,"Spokane, WA - ID - MT - OR DMA"
16007,"Salt Lake City, UT - ID - WY DMA"
39159,"Columbus, OH DMA"
39035,"Cleveland, OH DMA"
48285,"San Antonio, TX DMA"
40105,"Tulsa, OK - KS DMA"
13125,"Augusta, GA - SC DMA"
41059,"Yakima - Pasco - Richland - Kennewick, WA - OR DMA"
46102,"Rapid City, SD - MT - NE - WY DMA"
20117,"Topeka, KS DMA"
22065,"Monroe - El Dorado, LA - AR DMA"
30105,"Great Falls, MT DMA"
13313,"Chattanooga, TN - GA - NC DMA"
20203,"Wichita - Hutchinson Plus, KS - NE DMA"
46023,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
31027,"Sioux City, IA - NE - SD DMA"
53035,"Seattle - Tacoma, WA DMA"
17111,"Chicago, IL - IN DMA"
30069,"Billings, MT - ID DMA"
29033,"Kansas City, MO - KS DMA"
53075,"Spokane, WA - ID - MT - OR DMA"
27147,"Minneapolis - St. Paul, MN - WI DMA"
31169,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
47033,"Memphis, TN - AR- MS - MO DMA"
19079,"Des Moines - Ames, IA - MO DMA"
39165,"Cincinnati, OH -IN - KY DMA"
13255,"Atlanta, GA - AL - NC DMA"
34019,"New York, NY - CT - NJ - PA DMA"
29217,"Joplin - Pittsburg, MO - KS - OK DMA"
18121,"Terre Haute, IN - IL DMA"
19069,"Des Moines - Ames, IA - MO DMA"
13035,"Atlanta, GA - AL - NC DMA"
08039,"Denver, CO - NE - NV - WY DMA"
44001,"Providence, RI - New Bedford, MA DMA"
48035,"Dallas - Ft. Worth, TX DMA"
44005,"Providence, RI - New Bedford, MA DMA"
39045,"Columbus, OH DMA"
38069,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
17015,"Davenport - Rock Island - Moline, IA - IL DMA"
27125,"Fargo - Valley City, ND - MN DMA"
41031,"Portland, OR - WA DMA"
47021,"Nashville, TN - KY DMA"
46127,"Sioux City, IA - NE - SD DMA"
01051,"Montgomery, AL DMA"
13187,"Atlanta, GA - AL - NC DMA"
39083,"Columbus, OH DMA"
19017,"Cedar Rapids - Waterloo&Dubuque, IA - WI DMA"
48175,"San Antonio, TX DMA"
37089,"Greenville - Spartanburg, SC- Asheville - And., NC - GA  DMA"
12061,"West Palm Beach - Ft. Pierce, FL DMA"
48393,"Amarillo, TX -NM - OK DMA"
31049,"Denver, CO - NE - NV - WY DMA"
36051,"Rochester, NY DMA"
19141,"Sioux City, IA - NE - SD DMA"
48059,"Abilene - Sweetwater, TX DMA"
48379,"Dallas - Ft. Worth, TX DMA"
20067,"Wichita - Hutchinson Plus, KS - NE DMA"
51105,"Tri - Cities, TN - VA - KY DMA"
35051,"Albuquerque - Santa Fe, NM - AZ - CO DMA"
05043,"Little Rock - Pine Bluff, AR DMA"
31123,"Rapid City, SD - MT - NE - WY DMA"
29015,"Springfield, MO - AR DMA"
05109,"Little Rock - Pine Bluff, AR DMA"
08077,"Grand Junction - Montrose, CO DMA"
29065,"Springfield, MO - AR DMA"
51185,"Bluefield - Beckley - Oak Hill, WV - VA DMA"
42103,"New York, NY - CT - NJ - PA DMA"
42115,"Wilkes Barre - Scranton, PA DMA"
48343,"Shreveport, LA - AR - OK - TX DMA"
42125,"Pittsburgh, PA - MD- WV DMA"
50001,"Burlington, VT - Plattsburgh, NY DMA"
20103,"Kansas City, MO - KS DMA"
26121,"Grand Rapids - Kalamazoo - Battle Creek, MI DMA"
02066,"Unmeasured, AK DMA"
02063,"Unmeasured, AK DMA"
28049,"Jackson, MS DMA"
48281,"Waco - Temple - Bryan, TX DMA"
51107,"Washington, DC - MD - PA - VA - WV DMA"
29185,"Springfield, MO - AR DMA"
36025,"Binghamton, NY DMA"
30071,"Great Falls, MT DMA"
29129,"Des Moines - Ames, IA - MO DMA"
53045,"Seattle - Tacoma, WA DMA"
37127,"Raleigh - Durham, NC - VA DMA"
51199,"Norfolk - Portsmouth - Newport News, VA - NC DMA"
29159,"Kansas City, MO - KS DMA"
30063,"Missoula, MT DMA"
20019,"Tulsa, OK - KS DMA"
48459,"Tyler - Longview (Lufkin&Nacogdoches), TX DMA"
51047,"Washington, DC - MD - PA - VA - WV DMA"
40061,"Tulsa, OK - KS DMA"
54069,"Wheeling - Steubenville, WV - OH DMA"
54065,"Washington, DC - MD - PA - VA - WV DMA"
51165,"Harrisonburg, VA - WV DMA"
18183,"Ft. Wayne, IN - OH DMA"
06093,"Medford - Klamath Falls, OR - CA DMA"
46037,"Sioux Falls (Mitchell), SD - IA - MN - NE DMA"
22071,"New Orleans, LA - MS DMA"
01073,"Birmingham, AL DMA"
01127,"Birmingham, AL DMA"
29063,"St. Joseph, MO - KS DMA"
12039,"Tallahassee - Thomasville, FL - GA DMA"
13083,"Chattanooga, TN - GA - NC DMA"
28033,"Memphis, TN - AR- MS - MO DMA"
51187,"Washington, DC - MD - PA - VA - WV DMA"
17047,"Evansville, IN - IL - KY DMA"
47113,"Jackson, TN DMA"
01111,"Atlanta, GA - AL - NC DMA"
37009,"Charlotte, NC - SC DMA"
08033,"Grand Junction - Montrose, CO DMA"
39089,"Columbus, OH DMA"
51683,"Washington, DC - MD - PA - VA - WV DMA"
05139,"Monroe - El Dorado, LA - AR DMA"
17071,"Davenport - Rock Island - Moline, IA - IL DMA"
01101,"Montgomery, AL DMA"
08005,"Denver, CO - NE - NV - WY DMA"
21155,"Louisville, KY - IN DMA"
53057,"Seattle - Tacoma, WA DMA"
28067,"Hattiesburg - Laurel, MS DMA"
55021,"Madison, WI DMA"
37019,"Wilmington, NC DMA"
27029,"Fargo - Valley City, ND - MN DMA"
51131,"Norfolk - Portsmouth - Newport News, VA - NC DMA"
20163,"Wichita - Hutchinson Plus, KS - NE DMA"
18041,"Indianapolis, IN DMA"
31079,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
31081,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
31115,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
30091,"Minot - Bismarck - Dickinson, ND - MT - SD DMA"
31063,"Lincoln & Hastings - Kearney Plus, NE - KS DMA"
01007,"Birmingham, AL DMA"
28075,"Meridian, MS - AL DMA"
27011,"Minneapolis - St. Paul, MN - WI DMA"
27013,"Mankato, MN - IA DMA"
51091,"Roanoke - Lynchburg, VA - WV DMA"
51177,"Washington, DC - MD - PA - VA - WV DMA"
33017,"Boston, MA - NH DMA"
13153,"Macon, GA DMA"
26041,"Marquette, MI DMA"
05131,"Ft. Smith - Fay - Springdale - Rogers, AR - OK DMA"
06087,"Monterey - Salinas, CA DMA"
13191,"Savannah, GA - SC DMA"
13207,"Macon, GA DMA"
29069,"Paducah - Cape Giradeau - Harrisburg, KY - IL - MO - TN DMA"
48483,"Amarillo, TX -NM - OK DMA"
13117,"Atlanta, GA - AL - NC DMA"
48409,"Corpus Christi, TX DMA"
28147,"Jackson, MS DMA"
29137,"Quincy - Hannibal - Keokuk, MO - IL - IA DMA"
26073,"Flint - Saginaw - Bay City, MI DMA"
48341,"Amarillo, TX -NM - OK DMA"
45017,"Columbia, SC DMA"
