FISCAL_DAY,UA_SPEND,CPI,PAID_INSTALL_TO_REG,ORGANIC_TO_PAID_REG,REG_TO_PU
2024-11-14,109483.75862069,2.386866126,0.4474135756,1.119053417,0.1636784679
2024-11-15,109483.75862069,2.386866126,0.4474135756,1.119053417,0.1636784679
2024-11-16,109483.75862069,2.386866126,0.4474135756,1.119053417,0.1636784679
2024-11-17,109483.75862069,2.386866126,0.4474135756,1.119053417,0.1636784679
2024-11-18,109483.75862069,2.386866126,0.4474135756,1.119053417,0.1636784679
2024-11-19,109483.75862069,2.386866126,0.4474135756,1.119053417,0.1636784679
2024-11-20,109483.75862069,2.386866126,0.4474135756,1.119053417,0.1636784679
2024-11-21,109483.75862069,2.386866126,0.4474135756,1.119053417,0.1636784679
2024-11-22,109483.75862069,2.386866126,0.4474135756,1.119053417,0.1636784679
2024-11-23,109483.75862069,2.386866126,0.4474135756,1.119053417,0.1636784679
2024-11-24,109483.75862069,2.386866126,0.4474135756,1.119053417,0.1636784679
2024-11-25,109483.75862069,2.386866126,0.4474135756,1.119053417,0.1636784679
2024-11-26,109483.75862069,2.386866126,0.4474135756,1.119053417,0.1636784679
2024-11-27,109483.75862069,2.386866126,0.4474135756,1.119053417,0.1636784679
2024-11-28,109483.75862069,2.386866126,0.4474135756,1.119053417,0.1636784679
2024-11-29,109483.75862069,2.386866126,0.4474135756,1.119053417,0.1636784679
2024-11-30,109483.75862069,2.386866126,0.4474135756,1.119053417,0.1636784679
2024-12-01,105834.333333333,2.386866126,0.4474135756,1.119053417,0.1636784679
2024-12-02,105834.333333333,2.386866126,0.4474135756,1.119053417,0.1636784679
2024-12-03,105834.333333333,2.386866126,0.4474135756,1.119053417,0.1636784679
2024-12-04,105834.333333333,2.386866126,0.4474135756,1.119053417,0.1636784679
2024-12-05,105834.333333333,2.386866126,0.4474135756,1.119053417,0.1636784679
